Area,Price,BHK_Count,Rate per sqft,Status,Property Type,Locality,Builder Name,RERA Approval,,Socity,Company Name,Flat Type
1672,19300000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,Property Mantra,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1672,19300000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,home,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1372,15900000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,Property In Gurgaon,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1372,15900000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,properties for sale in Gurgaon,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1672,19300000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,Wealthy Walls,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1672,19300000,3,11600,Under Construction,3 BHK Apartment in Whiteland Blissville,Sector 76,Wealthy Walls,Approved by RERA,, Whiteland Blissville,Whiteland,Apartment
1600,6200000,3,3875,Ready to move,3 BHK Apartment,Sector 92,Wealthy Walls,Not approved by RERA,,Outside Socity,Outside,Plot
1120,6794000,3,6066,Under Construction,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Wealthy Walls,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1120,6794000,3,6066,Under Construction,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Wealthy Walls,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1020,6230000,2,6107,Under Construction,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,RAJENDRA SINGH NEGI,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1020,6230000,2,6107,Under Construction,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1120,6794000,3,6066,Under Construction,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1120,6794000,3,6066,Under Construction,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1020,6230000,2,6107,Under Construction,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1020,6230000,2,6107,Under Construction,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved by RERA,, Signature Global Park 4 And 5,Signature,Apartment
1423,12100000,3,8503,Under Construction,3 BHK Apartment in Smart Smart World Gems,Sector 89,Census Consultant,Approved by RERA,, Smart Smart World Gems,Smart,Apartment
1103,9304000,2,8435,Under Construction,2 BHK Apartment in Smart Smart World Gems,Sector 89,Census Consultant,Approved by RERA,, Smart Smart World Gems,Smart,Apartment
1067,9000000,2,8434,Under Construction,2 BHK Apartment in Smart Smart World Gems,Sector 89,Census Consultant,Approved by RERA,, Smart Smart World Gems,Smart,Apartment
1614,13900000,3,8674,Under Construction,3 BHK Apartment in DLF Garden city Independent Floor,Sector 93,Census Consultant,Approved by RERA,, DLF Garden city Independent Floor,DLF,Apartment
1614,13900000,3,8674,Under Construction,3 BHK Apartment in DLF Garden city Independent Floor,Sector 93,Census Consultant,Approved by RERA,, DLF Garden city Independent Floor,DLF,Apartment
1614,13900000,3,8674,Under Construction,3 BHK Apartment in DLF Garden city Independent Floor,Sector 93,Census Consultant,Approved by RERA,, DLF Garden city Independent Floor,DLF,Apartment
1614,13900000,3,8674,Under Construction,3 BHK Apartment in DLF Garden city Independent Floor,Sector 93,home,Approved by RERA,, DLF Garden city Independent Floor,DLF,Apartment
2350,23500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Property In Gurgaon,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2150,21500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,properties for sale in Gurgaon,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2350,23500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2350,23500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2150,21500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2150,21500000,3,10000,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2925,29200000,4,10016,Ready to move,4 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2925,29200000,4,10016,Ready to move,4 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
1719,17200000,2,10006,Ready to move,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
1719,17200000,2,10006,Ready to move,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
1565,15700000,2,10032,Ready to move,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
1565,15700000,2,10032,Ready to move,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2475,24700000,3,10020,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
2475,24700000,3,10020,Ready to move,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Census Consultant,Not approved by RERA,, AIPL The Peaceful Homes,AIPL,Apartment
1711,21000000,3,12273,Under Construction,3 BHK Apartment in Sobha City,Sector 108,Census Consultant,Approved by RERA,, Sobha City,Sobha,Apartment
1711,21000000,3,12273,Under Construction,3 BHK Apartment in Sobha City,Sector 108,Census Consultant,Approved by RERA,, Sobha City,Sobha,Apartment
1711,21000000,3,12273,Under Construction,3 BHK Apartment in Sobha City,Sector 108,Census Consultant,Approved by RERA,, Sobha City,Sobha,Apartment
1711,21000000,3,12273,Under Construction,3 BHK Apartment in Sobha City,Sector 108,Census Consultant,Approved by RERA,, Sobha City,Sobha,Apartment
1381,16000000,2,11585,Under Construction,2 BHK Apartment in Sobha City,Sector 108,Census Consultant,Approved by RERA,, Sobha City,Sobha,Apartment
1381,16000000,2,11585,Under Construction,2 BHK Apartment in Sobha City,Sector 108,home,Approved by RERA,, Sobha City,Sobha,Apartment
2072,27500000,3,13272,Under Construction,3 BHK Apartment in Sobha City,Sector 108,Property In Gurgaon,Approved by RERA,, Sobha City,Sobha,Apartment
2072,27500000,3,13272,Under Construction,3 BHK Apartment in Sobha City,Sector 108,properties for sale in Gurgaon,Approved by RERA,, Sobha City,Sobha,Apartment
3154,24400000,4,7752,Ready to move,4 BHK Villa in BPTP Astaire Garden Floors,Sector 70A,Census Consultant,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Villa
1765,13600000,3,7751,Ready to move,3 BHK Villa in BPTP Astaire Garden Floors,Sector 70A,Census Consultant,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Villa
2250,17400000,3,7752,Ready to move,3 BHK Villa in BPTP Astaire Garden Floors,Sector 70A,Census Consultant,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Villa
1205,12600000,2,10456,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1205,12600000,2,10456,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1776,18200000,3,10247,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1776,18200000,3,10247,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1205,12600000,2,10456,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1205,12600000,2,10456,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1776,18200000,3,10247,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1776,18200000,3,10247,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1180,12100000,3,10254,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1180,12100000,3,10254,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1884,19300000,3,10244,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1884,19300000,3,10244,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1262,12900000,3,10221,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1262,12900000,3,10221,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
996,10200000,3,10240,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,home,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
996,10200000,3,10240,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Property In Gurgaon,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1527,15600000,3,10216,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,properties for sale in Gurgaon,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
1527,15600000,3,10216,Ready to move,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
780,8141000,2,10437,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
780,8141000,2,10437,Ready to move,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Ashiana Anmol,Ashiana,Apartment
2637,18000000,4,6826,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Census Consultant,Approved by RERA,, SS L,SS,Apartment
2637,18000000,4,6826,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Census Consultant,Approved by RERA,, SS L,SS,Apartment
2637,18000000,4,6826,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Census Consultant,Approved by RERA,, SS L,SS,Apartment
2637,18000000,4,6826,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Census Consultant,Approved by RERA,, SS L,SS,Apartment
1410,11900000,2,8439,Ready to move,2 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1410,11900000,2,8439,Ready to move,2 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2191,17500000,4,7987,Ready to move,4 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2191,17500000,4,7987,Ready to move,4 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1410,11900000,2,8439,Ready to move,2 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1410,11900000,2,8439,Ready to move,2 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2191,17500000,4,7987,Ready to move,4 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2191,17500000,4,7987,Ready to move,4 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1811,15300000,3,8448,Ready to move,3 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1811,15300000,3,8448,Ready to move,3 BHK Apartment in BPTP Terra,Sector 37D,Census Consultant,Not approved by RERA,, BPTP Terra,BPTP,Apartment
1310,13100000,2,10000,Ready to move,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,home,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1310,13100000,2,10000,Ready to move,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Property In Gurgaon,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1310,13100000,2,10000,Ready to move,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,properties for sale in Gurgaon,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1310,13100000,2,10000,Ready to move,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1640,16400000,3,10000,Ready to move,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1640,16400000,3,10000,Ready to move,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1986,19800000,3,10000,Ready to move,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1986,19800000,3,10000,Ready to move,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
2003,15000000,3,7488,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2003,15000000,3,7488,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2779,21000000,4,7556,Ready to move,4 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2779,21000000,4,7556,Ready to move,4 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2003,15000000,3,7488,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2003,15000000,3,7488,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2779,21000000,4,7556,Ready to move,4 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2779,21000000,4,7556,Ready to move,4 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
1283,9000000,2,7014,Ready to move,2 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
1283,9000000,2,7014,Ready to move,2 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
1758,13000000,3,7394,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
1758,13000000,3,7394,Ready to move,3 BHK Apartment in Experion The Heartsong,Sector 108,Census Consultant,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
1225,10000000,3,8163,Ready to move,3 BHK Apartment in Surendra Homes 3,Sector 52,home,Not approved by RERA,, Surendra Homes 3,Surendra,Apartment
1700,9500000,3,5588,Ready to move,3 BHK Apartment in Surendra Homes 4,Sector 48,Property In Gurgaon,Not approved by RERA,, Surendra Homes 4,Surendra,Apartment
1200,7800000,3,6500,Ready to move,3 BHK Apartment in Surendra Janki Kunj,Sector 30,properties for sale in Gurgaon,Not approved by RERA,, Surendra Janki Kunj,Surendra,Apartment
850,6800000,2,8000,Ready to move,2 BHK Apartment in Surendra Janki Kunj,Sector 30,Surendra Realtors,Not approved by RERA,, Surendra Janki Kunj,Surendra,Apartment
850,4800000,2,5647,Ready to move,2 BHK Apartment in Surendra Homes Dream Apartment,Sector 12 A,Surendra Realtors,Not approved by RERA,, Surendra Homes Dream Apartment,Surendra,Apartment
1578,7901000,2,5007,Ready to move,2 BHK Apartment in Imperia Esfera,Sector 37C,Surendra Realtors,Not approved by RERA,, Imperia Esfera,Imperia,Apartment
2250,14000000,3,6222,Ready to move,3 BHK Independent Floor in Ansal Sushant Lok 2,Sector 55,Surendra Realtors,Not approved by RERA,, Ansal Sushant Lok 2,Ansal,Floor
2350,16000000,3,6808,Ready to move,3 BHK Independent Floor,Sector 57,Surendra Realtors,Not approved by RERA,,Outside Socity,Outside,Plot
2300,16500000,4,7173,Ready to move,4 BHK Independent Floor,Sector 56,Surendra Realtors,Not approved by RERA,,Outside Socity,Outside,Plot
2350,14500000,4,6170,Ready to move,4 BHK Independent Floor in Ansal Sushant Lok 2,Sector 55,Samar Estate,Not approved by RERA,, Ansal Sushant Lok 2,Ansal,Floor
800,3975000,2,4968,Ready to move,2 BHK Apartment in Shree Vardhman Mantra,Sector 67,Samar Estate,Not approved by RERA,, Shree Vardhman Mantra,Shree,Apartment
3150,24000000,4,7619,Ready to move,4 BHK Independent Floor,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1830,13500000,3,7377,Ready to move,3 BHK Independent Floor,Sector 57,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2800,17000000,4,6071,Ready to move,4 BHK Independent Floor,Sector 57,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1799,18000000,4,10005,Ready to move,4 BHK Apartment in DLF Belvedere Park,Sector 24,Samar Estate,Not approved by RERA,, DLF Belvedere Park,DLF,Apartment
2650,17000000,4,6415,Ready to move,4 BHK Independent Floor,Sector 57,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2150,18000000,4,8372,Ready to move,4 BHK Independent Floor,Sector 57,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2000,17000000,4,8500,Ready to move,4 BHK Independent Floor,Sector 55,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2341,26200000,3,11191,Ready to move,3 BHK Apartment in Suncity Heights,Sector 54,Samar Estate,Not approved by RERA,, Suncity Heights,Suncity,Apartment
1555,17300000,3,11125,Ready to move,3 BHK Apartment in DLF Regency Park II,Sector 27,Samar Estate,Not approved by RERA,, DLF Regency Park II,DLF,Apartment
1670,12000000,3,7185,Ready to move,3 BHK Apartment in Reputed Builder Sagavi Apartments,Sector 55,home,Not approved by RERA,, Reputed Builder Sagavi Apartments,Reputed,Apartment
2100,17000000,3,8095,Ready to move,3 BHK Independent Floor,Sector 57,Property In Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
2700,17000000,4,6296,Ready to move,4 BHK Independent Floor,Sector 57,properties for sale in Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
1750,14000000,3,8000,Ready to move,3 BHK Independent Floor,Sector 46,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1700,13500000,3,7941,Ready to move,3 BHK Independent Floor,Sector 51,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2200,15500000,4,7045,Ready to move,4 BHK Independent Floor,Sector 45,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2450,17900000,3,7306,Ready to move,3 BHK Apartment in Reputed Builder Galaxy Apartment,Sector 43,Samar Estate,Not approved by RERA,, Reputed Builder Galaxy Apartment,Reputed,Apartment
2350,15100000,3,6425,Ready to move,3 BHK Apartment in CGHS Aravali Homes,Sector 54,Samar Estate,Not approved by RERA,, CGHS Aravali Homes,CGHS,Apartment
1550,12000000,3,7741,Ready to move,3 BHK Independent Floor,Sector 57,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1850,10900000,3,5891,Ready to move,3 BHK Apartment in Reputed Builder Surya Apartments,Sector 56,Samar Estate,Not approved by RERA,, Reputed Builder Surya Apartments,Reputed,Apartment
1850,10900000,3,5891,Ready to move,3 BHK Apartment in Reputed Builder Surya Apartments,Sector 56,Samar Estate,Not approved by RERA,, Reputed Builder Surya Apartments,Reputed,Apartment
2350,21500000,4,9148,Ready to move,4 BHK Independent Floor in Ansal Sushant Lok I,Sector 43,Samar Estate,Not approved by RERA,, Ansal Sushant Lok I,Ansal,Floor
2850,13400000,3,4736,Ready to move,3 BHK Independent House,Sector 55,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2450,15800000,3,6489,Ready to move,3 BHK Apartment in Swaraj Homes Chandra Apartments,Sector 55,Samar Estate,Not approved by RERA,, Swaraj Homes Chandra Apartments,Swaraj,Apartment
3000,22500000,4,7500,Ready to move,4 BHK Independent Floor in Unitech South City II,Sector 49,Samar Estate,Not approved by RERA,, Unitech South City II,Unitech,Floor
1700,14500000,3,8529,Ready to move,3 BHK Independent Floor,Sector 46,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1250,12500000,3,10000,Ready to move,3 BHK Independent Floor in Ansal Sushant Lok 2,Sector 55,Samar Estate,Not approved by RERA,, Ansal Sushant Lok 2,Ansal,Floor
1550,15900000,3,10322,Ready to move,3 BHK Independent Floor,Sushant Lok,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
9000,75000000,5,8333,Ready to move,5 BHK Independent House in Ansal Sushant Lok I,Sector 43,Samar Estate,Not approved by RERA,, Ansal Sushant Lok I,Ansal,House
7000,75000000,5,10714,Ready to move,5 BHK Independent House in Ansal Sushant Lok I,Sector 43,Samar Estate,Not approved by RERA,, Ansal Sushant Lok I,Ansal,House
3100,29000000,4,9354,Ready to move,4 BHK Independent Floor in Ansal Sushant Lok 2,Sector 55,home,Not approved by RERA,, Ansal Sushant Lok 2,Ansal,Floor
1950,25100000,3,12871,Ready to move,3 BHK Independent Floor in DLF Phase 2,Sector 25,Property In Gurgaon,Not approved by RERA,, DLF Phase 2,DLF,Floor
2400,27500000,4,11458,Ready to move,4 BHK Independent Floor in Suncity Township,Sector 54,properties for sale in Gurgaon,Not approved by RERA,, Suncity Township,Suncity,Floor
1950,17400000,3,8974,Ready to move,3 BHK Independent Floor,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2800,22500000,4,8035,Ready to move,4 BHK Apartment in Satya The Legend Villas,Sector 57,Samar Estate,Not approved by RERA,, Satya The Legend Villas,Satya,Apartment
1599,15800000,4,9881,Ready to move,4 BHK Independent Floor in Suncity Sun City,Sector 54,Samar Estate,Not approved by RERA,, Suncity Sun City,Suncity,Floor
2250,18900000,4,8400,Ready to move,4 BHK Independent Floor in Suncity Township,Sector 54,Samar Estate,Not approved by RERA,, Suncity Township,Suncity,Floor
3000,30000000,4,10000,Ready to move,4 BHK Apartment in M3M Merlin,Sector 67,Samar Estate,Not approved by RERA,, M3M Merl,M3M,Apartment
2383,19700000,4,8266,Ready to move,4 BHK Apartment in Bestech Park View City 2,Sector 49,Samar Estate,Not approved by RERA,, Bestech Park View City 2,Bestech,Apartment
2450,31500000,4,12857,Ready to move,4 BHK Independent Floor in DLF Phase 2,Sector 25,Samar Estate,Not approved by RERA,, DLF Phase 2,DLF,Floor
2999,25000000,4,8336,Ready to move,4 BHK Independent Floor in DLF Phase 3,Sector 24,Samar Estate,Not approved by RERA,, DLF Phase 3,DLF,Floor
3500,31500000,5,9000,Ready to move,5 BHK Independent Floor,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
1350,12400000,3,9259,Ready to move,3 BHK Independent Floor,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2800,23500000,4,8392,Ready to move,4 BHK Independent House,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2800,23500000,4,8392,Ready to move,4 BHK Independent House,Sector 56,Samar Estate,Not approved by RERA,,Outside Socity,Outside,Plot
2275,12900000,4,5700,Ready to move,4 BHK Apartment in Paras Dews,Sector 106,Samar Estate,Not approved by RERA,, Paras Dews,Paras,Apartment
1385,7894000,2,5700,Ready to move,2 BHK Apartment in Paras Dews,Sector 106,Samar Estate,Not approved by RERA,, Paras Dews,Paras,Apartment
1404,10100000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Samar Estate,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1404,10100000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Census Consultant,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1152,8319000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Census Consultant,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1152,8319000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,home,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1611,11600000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Property In Gurgaon,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1611,11600000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,properties for sale in Gurgaon,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
666,4809000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Census Consultant,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
666,4809000,0,7222,New,Residential Plot in Paras Ekam Home Paras Ekam Homes,Sector 5 Sohna,Census Consultant,Approved by RERA,, Paras Ekam Home Paras Ekam Homes,Paras,Plot
1511,13500000,0,9005,New,Residential Plot in Vibhor Spring Valley,Sector 35 Sohna,Census Consultant,Approved by RERA,, Vibhor Spr,Vibhor,Plot
1511,13500000,0,9005,New,Residential Plot in Vibhor Spring Valley,Sector 35 Sohna,Census Consultant,Approved by RERA,, Vibhor Spr,Vibhor,Plot
1015,9133000,0,9007,New,Residential Plot in Vibhor Spring Valley,Sector 35 Sohna,Census Consultant,Approved by RERA,, Vibhor Spr,Vibhor,Plot
